"regular_unique_genes"	"regular_unique_transcripts"	"mt.content.x"	"mt_unique_genes"	"mt_unique_transcripts"	"mt.content.y"	"rep"	"x"	"y"	"new_x"	"new_y"	"pixel_x"	"pixel_y"	"selected"	"selected_mt"	"added_in_old"	"added_in_new"	"diff_spots"	"combined_selection"	"sample_id"
"10x14x3"	1694	3217	0	2025	4152	0.0703275529865125	"10"	14	3	13.91	2.95	4505.3	1246.9	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x14x30"	NA	NA	NA	NA	NA	NA	"10"	14	30	14.11	29.85	4549.1	7125.6	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x14x31"	NA	NA	NA	NA	NA	NA	"10"	14	31	14.05	31	4536.1	7376.4	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x14x32"	NA	NA	NA	NA	NA	NA	"10"	14	32	14.02	32.02	4529.8	7600.1	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x14x33"	NA	NA	NA	NA	NA	NA	"10"	14	33	14.05	32.97	4535.1	7806.9	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x14x34"	NA	NA	NA	NA	NA	NA	"10"	14	34	14.06	33.83	4537.5	7995	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x14x35"	NA	NA	NA	NA	NA	NA	"10"	14	35	14.07	34.94	4539.6	8238.2	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x14x4"	2392	5206	0	2865	6955	0.0723220704529116	"10"	14	4	13.95	3.94	4514	1463.4	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x14x5"	2351	5414	0	2810	7251	0.072403806371535	"10"	14	5	13.98	4.95	4521.2	1683.1	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x14x6"	3029	7325	0	3621	9789	0.0584329349269588	"10"	14	6	13.92	5.93	4508.3	1896.1	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x14x7"	2038	4701	0	2429	6191	0.0701017606202552	"10"	14	7	13.92	6.97	4507.7	2125.1	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x14x8"	1908	3786	0	2261	5000	0.0536	"10"	14	8	13.9	7.96	4502.7	2341.9	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x14x9"	1999	4446	0	2419	6081	0.0575563229731952	"10"	14	9	13.88	8.94	4500.3	2554.1	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x15x1"	NA	NA	NA	NA	NA	NA	"10"	15	1	14.79	1.05	4696.5	830.1	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x15x10"	3009	7762	0	3665	10571	0.0570428530886387	"10"	15	10	14.99	9.94	4740.7	2774.7	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x15x11"	2128	5138	0	2589	6881	0.0523179770382212	"10"	15	11	14.97	10.93	4735.8	2990.9	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x15x12"	2294	5338	0	2907	7491	0.0586036577226005	"10"	15	12	14.99	11.93	4740.7	3209.1	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x15x13"	2232	5580	0	2762	7779	0.057333847538244	"10"	15	13	15.02	12.94	4747.1	3430.3	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x15x14"	1465	3218	0	1830	4307	0.061063385186905	"10"	15	14	14.99	13.93	4740.7	3644.7	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x15x15"	2309	4943	0	2800	6518	0.0432648051549555	"10"	15	15	14.99	14.95	4740.7	3867.5	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x15x16"	2561	5607	0	3104	7256	0.0237045203969129	"10"	15	16	14.99	15.95	4740.7	4087.5	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x15x17"	1312	2397	0	1598	3154	0.0466074825618263	"10"	15	17	15.01	16.97	4744.5	4309.8	0	1	1	0	"old"	1	"E2_1000L2_CN74"
"10x15x18"	NA	NA	NA	NA	NA	NA	"10"	15	18	14.85	17.99	4709.4	4532.6	1	0	0	1	"new"	1	"E2_1000L2_CN74"
"10x15x19"	NA	NA	NA	NA	NA	NA	"10"	15	19	14.99	19.01	4740.7	4755	1	0	0	1	"new"	1	"E2_1000L2_CN74"
"10x15x2"	NA	NA	NA	NA	NA	NA	"10"	15	2	14.9	2	4721.6	1037.2	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x15x20"	2137	4451	0	2603	5724	0.0283018867924528	"10"	15	20	14.89	19.98	4718.6	4968.3	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x15x21"	1919	3605	0	2281	4724	0.0353513971210838	"10"	15	21	14.99	21.04	4740.1	5198.4	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x15x22"	NA	NA	NA	NA	NA	NA	"10"	15	22	15.07	22.03	4759.2	5415.5	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x15x23"	NA	NA	NA	NA	NA	NA	"10"	15	23	15.07	22.99	4758	5625.4	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x15x24"	NA	NA	NA	NA	NA	NA	"10"	15	24	14.96	24.02	4734.9	5851.8	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x15x25"	NA	NA	NA	NA	NA	NA	"10"	15	25	14.96	25.03	4734.1	6072	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x15x26"	NA	NA	NA	NA	NA	NA	"10"	15	26	15.01	26.03	4745.8	6291	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x15x27"	NA	NA	NA	NA	NA	NA	"10"	15	27	15.02	27.01	4746.4	6504.5	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x15x28"	NA	NA	NA	NA	NA	NA	"10"	15	28	14.99	28	4740.7	6721.5	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x15x29"	NA	NA	NA	NA	NA	NA	"10"	15	29	15.13	28.92	4771.3	6921.1	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x15x3"	NA	NA	NA	NA	NA	NA	"10"	15	3	14.96	2.98	4733.9	1253.2	1	0	0	1	"new"	1	"E2_1000L2_CN74"
"10x15x30"	NA	NA	NA	NA	NA	NA	"10"	15	30	15.12	29.94	4769.8	7145.1	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x15x31"	NA	NA	NA	NA	NA	NA	"10"	15	31	14.98	31.05	4737.8	7386.2	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x15x32"	NA	NA	NA	NA	NA	NA	"10"	15	32	14.97	32.01	4737.3	7596.7	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x15x33"	NA	NA	NA	NA	NA	NA	"10"	15	33	15.01	33.01	4744.7	7815.4	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x15x34"	NA	NA	NA	NA	NA	NA	"10"	15	34	15.16	33.98	4778.2	8027.9	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x15x35"	NA	NA	NA	NA	NA	NA	"10"	15	35	15.07	35	4757.9	8249.6	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x15x4"	2695	6208	0	3216	7922	0.0614743751577884	"10"	15	4	14.98	3.97	4738.3	1467.9	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x15x5"	2340	5148	0	2781	6764	0.0683027794204613	"10"	15	5	14.87	4.96	4715.6	1685.7	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x15x6"	2950	7776	0	3521	9668	0.0617501034340091	"10"	15	6	14.98	5.96	4737.6	1903.5	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x15x7"	3146	7828	0	3774	10315	0.0655356277266117	"10"	15	7	15	6.98	4742.1	2127.5	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x15x8"	2452	5826	0	2925	7614	0.0617283950617284	"10"	15	8	15.02	7.98	4746.7	2345.5	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x15x9"	2732	6801	0	3306	9353	0.0758045546883353	"10"	15	9	14.92	8.95	4726.1	2557.5	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x16x1"	NA	NA	NA	NA	NA	NA	"10"	16	1	16.05	1.01	4970.4	821	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x10"	2230	5033	0	2694	6913	0.063648199045277	"10"	16	10	15.97	9.94	4954.4	2774.7	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x16x11"	2457	5881	0	2997	8000	0.0645	"10"	16	11	15.97	10.94	4954.4	2992.1	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x16x12"	2343	5744	0	2893	7868	0.0571936959837316	"10"	16	12	16.02	11.92	4964.3	3206.7	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x16x13"	1751	3678	0	2178	5071	0.065273121672254	"10"	16	13	15.97	12.91	4954.4	3423.6	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x16x14"	1477	2595	0	1788	3398	0.0509123013537375	"10"	16	14	15.94	13.9	4948.3	3638.5	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x16x15"	3247	7265	0	3874	9355	0.0306787814003207	"10"	16	15	15.97	14.95	4954.4	3867.5	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x16x16"	NA	NA	NA	NA	NA	NA	"10"	16	16	16.08	15.89	4977	4075	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x17"	2433	5993	0	2958	7876	0.0299644489588624	"10"	16	17	16.01	17.02	4961.8	4320.2	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x16x18"	NA	NA	NA	NA	NA	NA	"10"	16	18	16.08	17.91	4977.6	4516	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x19"	NA	NA	NA	NA	NA	NA	"10"	16	19	16	18.95	4960.9	4743.1	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x2"	NA	NA	NA	NA	NA	NA	"10"	16	2	15.95	1.96	4950.1	1028.5	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x20"	2223	6945	0	2657	8121	0.0238886836596478	"10"	16	20	16.01	20.01	4962.1	4973.4	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x16x21"	NA	NA	NA	NA	NA	NA	"10"	16	21	16	21.02	4960.4	5194.7	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x22"	NA	NA	NA	NA	NA	NA	"10"	16	22	15.95	21.98	4949	5405.3	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x23"	NA	NA	NA	NA	NA	NA	"10"	16	23	15.89	22.96	4935.6	5619.5	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x24"	NA	NA	NA	NA	NA	NA	"10"	16	24	15.96	23.97	4952.7	5839.8	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x25"	NA	NA	NA	NA	NA	NA	"10"	16	25	15.99	25.01	4959	6066.7	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x26"	NA	NA	NA	NA	NA	NA	"10"	16	26	16.03	26.01	4967.9	6286.2	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x27"	NA	NA	NA	NA	NA	NA	"10"	16	27	16.05	26.98	4970.4	6496.9	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x28"	NA	NA	NA	NA	NA	NA	"10"	16	28	16.01	27.98	4963	6715.4	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x29"	NA	NA	NA	NA	NA	NA	"10"	16	29	16.01	28.93	4963	6923.5	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x3"	3612	8794	0	4180	11144	0.0447774587221823	"10"	16	3	15.95	2.95	4950	1247	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x16x30"	NA	NA	NA	NA	NA	NA	"10"	16	30	16	29.98	4961.3	7152.4	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x31"	NA	NA	NA	NA	NA	NA	"10"	16	31	16.06	31	4972.9	7376.8	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x32"	NA	NA	NA	NA	NA	NA	"10"	16	32	15.94	32.02	4948.3	7600.1	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x33"	NA	NA	NA	NA	NA	NA	"10"	16	33	16.02	32.98	4965.5	7809.6	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x34"	NA	NA	NA	NA	NA	NA	"10"	16	34	16	33.96	4960.6	8023.5	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x35"	NA	NA	NA	NA	NA	NA	"10"	16	35	16.01	34.99	4963	8248	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x16x4"	2267	4709	0	2651	5917	0.0474902822376204	"10"	16	4	15.99	3.93	4957.3	1459.3	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x16x5"	2425	4987	0	2802	6385	0.0543461237274863	"10"	16	5	15.97	4.95	4953.9	1682.8	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x16x6"	2556	6084	0	3067	8014	0.0692538058397804	"10"	16	6	15.92	5.95	4942.3	1902.2	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x16x7"	3017	7533	0	3528	9667	0.0536878038688321	"10"	16	7	15.91	6.95	4940.6	2121	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x16x8"	2509	5764	0	2995	7595	0.062936142198815	"10"	16	8	15.85	7.95	4928.1	2339.3	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x16x9"	2364	5620	0	2825	7387	0.0684987139569514	"10"	16	9	16.01	8.93	4961.8	2552.8	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x17x1"	NA	NA	NA	NA	NA	NA	"10"	17	1	16.96	1.04	5169.3	829.6	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x10"	2051	4190	0	2444	5468	0.0587051938551573	"10"	17	10	17.06	9.94	5191.2	2774.7	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x17x11"	1816	4002	0	2187	5414	0.0700036941263391	"10"	17	11	17.06	10.91	5191.2	2986	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x17x12"	1622	2991	0	1921	3950	0.0686075949367089	"10"	17	12	17.11	11.94	5201	3211.6	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x17x13"	1728	3223	0	2030	4239	0.054965793819297	"10"	17	13	17.05	12.96	5188.7	3434.6	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x17x14"	NA	NA	NA	NA	NA	NA	"10"	17	14	17.09	13.95	5198.5	3650.8	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x15"	NA	NA	NA	NA	NA	NA	"10"	17	15	17.13	14.93	5206	3864.1	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x16"	NA	NA	NA	NA	NA	NA	"10"	17	16	17.02	15.98	5183.4	4093.3	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x17"	3185	7961	0	3844	10515	0.03509272467903	"10"	17	17	17.06	16.99	5191.2	4315.3	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x17x18"	2780	5767	0	3291	7451	0.0398604214199436	"10"	17	18	17.01	17.99	5180.3	4533.1	0	1	1	0	"old"	1	"E2_1000L2_CN74"
"10x17x19"	NA	NA	NA	NA	NA	NA	"10"	17	19	17.05	19.01	5189	4755	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x2"	NA	NA	NA	NA	NA	NA	"10"	17	2	17.01	2	5180.4	1039.2	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x20"	2809	6332	0	3400	8328	0.0271373679154659	"10"	17	20	17.1	20.04	5199.1	4982	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x17x21"	1537	4435	0	1819	5142	0.0217814080124465	"10"	17	21	17.03	21.06	5183.6	5203.2	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x17x22"	NA	NA	NA	NA	NA	NA	"10"	17	22	17.06	22.02	5191.2	5414	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x23"	NA	NA	NA	NA	NA	NA	"10"	17	23	17.09	23.03	5196.5	5633.8	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x24"	NA	NA	NA	NA	NA	NA	"10"	17	24	17.1	24.02	5200.6	5850.6	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x25"	NA	NA	NA	NA	NA	NA	"10"	17	25	17.08	25.05	5196.3	6076	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x26"	NA	NA	NA	NA	NA	NA	"10"	17	26	17.05	26.01	5187.9	6286.2	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x27"	NA	NA	NA	NA	NA	NA	"10"	17	27	17	27.03	5177.6	6509.1	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x28"	NA	NA	NA	NA	NA	NA	"10"	17	28	17.04	28.06	5187.1	6733.7	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x29"	NA	NA	NA	NA	NA	NA	"10"	17	29	17.08	29.04	5194.8	6948.1	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x3"	NA	NA	NA	NA	NA	NA	"10"	17	3	17.02	3	5182.2	1257.5	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x30"	NA	NA	NA	NA	NA	NA	"10"	17	30	16.99	29.98	5176.3	7153.6	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x31"	NA	NA	NA	NA	NA	NA	"10"	17	31	17.13	31.04	5206.1	7384.5	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x32"	NA	NA	NA	NA	NA	NA	"10"	17	32	17.16	32.05	5213.4	7606.2	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x33"	NA	NA	NA	NA	NA	NA	"10"	17	33	17.1	33.06	5200	7825.4	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x34"	NA	NA	NA	NA	NA	NA	"10"	17	34	17.11	34.03	5202	8038.4	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x35"	NA	NA	NA	NA	NA	NA	"10"	17	35	17.09	35.03	5197.4	8256.9	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x4"	NA	NA	NA	NA	NA	NA	"10"	17	4	17.02	3.98	5181.8	1470.4	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x17x5"	2314	4281	0	2674	5435	0.0375344986200552	"10"	17	5	17.03	4.99	5184.4	1692.4	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x17x6"	3287	8078	0	3830	10367	0.0573936529372046	"10"	17	6	17.07	5.99	5193.4	1909.8	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x17x7"	3314	8428	0	3841	10597	0.0594507879588563	"10"	17	7	17.11	6.98	5201	2127.5	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x17x8"	2312	4943	0	2717	6305	0.0626486915146709	"10"	17	8	17.06	7.94	5191.2	2336.9	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x17x9"	2516	5460	0	2926	6964	0.0504020677771396	"10"	17	9	17.02	9	5182.6	2567.6	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x18x1"	NA	NA	NA	NA	NA	NA	"10"	18	1	17.88	1.05	5369.7	830.8	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x10"	NA	NA	NA	NA	NA	NA	"10"	18	10	17.95	9.99	5384.5	2783.6	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x11"	NA	NA	NA	NA	NA	NA	"10"	18	11	17.89	10.98	5370.9	3000.2	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x12"	NA	NA	NA	NA	NA	NA	"10"	18	12	17.92	11.97	5378.3	3216.7	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x13"	NA	NA	NA	NA	NA	NA	"10"	18	13	17.99	12.97	5393.1	3435.8	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x14"	NA	NA	NA	NA	NA	NA	"10"	18	14	17.91	13.96	5375	3653.1	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x15"	NA	NA	NA	NA	NA	NA	"10"	18	15	17.92	14.97	5377.9	3872.4	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x16"	NA	NA	NA	NA	NA	NA	"10"	18	16	17.99	15.96	5393.2	4088.9	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x17"	1795	3361	0	2059	4257	0.0580220812778952	"10"	18	17	17.89	17.05	5371.3	4327.5	0	1	1	0	"old"	1	"E2_1000L2_CN74"
"10x18x18"	NA	NA	NA	NA	NA	NA	"10"	18	18	17.99	18.03	5393.8	4541.8	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x19"	NA	NA	NA	NA	NA	NA	"10"	18	19	18.03	19.02	5402.9	4758.8	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x2"	NA	NA	NA	NA	NA	NA	"10"	18	2	18	2.01	5394.6	1041.1	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x20"	3370	6798	0	3948	8658	0.0333795333795334	"10"	18	20	17.96	20.04	5386.8	4981.6	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x18x21"	2411	6343	0	2822	7493	0.0250900840784732	"10"	18	21	17.96	21.05	5386.2	5200.6	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x18x22"	1819	4115	0	2099	5020	0.0264940239043825	"10"	18	22	17.96	22.04	5387.7	5417.9	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x18x23"	NA	NA	NA	NA	NA	NA	"10"	18	23	17.96	23.02	5387.7	5631.4	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x24"	NA	NA	NA	NA	NA	NA	"10"	18	24	17.99	24.03	5394	5852.3	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x25"	NA	NA	NA	NA	NA	NA	"10"	18	25	17.94	25.04	5383.2	6074.7	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x26"	NA	NA	NA	NA	NA	NA	"10"	18	26	17.95	26.04	5385.4	6292.3	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x27"	NA	NA	NA	NA	NA	NA	"10"	18	27	18.04	27.01	5404.1	6504.2	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x28"	NA	NA	NA	NA	NA	NA	"10"	18	28	17.98	28.02	5390.5	6724.4	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x29"	NA	NA	NA	NA	NA	NA	"10"	18	29	17.99	28.96	5393.1	6930.9	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x3"	NA	NA	NA	NA	NA	NA	"10"	18	3	17.87	3.01	5368.2	1258.1	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x30"	NA	NA	NA	NA	NA	NA	"10"	18	30	17.97	30.04	5388.4	7165.8	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x31"	NA	NA	NA	NA	NA	NA	"10"	18	31	17.96	31.06	5387.5	7388.4	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x32"	NA	NA	NA	NA	NA	NA	"10"	18	32	17.91	32.07	5376.8	7610.9	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x33"	NA	NA	NA	NA	NA	NA	"10"	18	33	17.93	33	5381.1	7813.9	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x34"	NA	NA	NA	NA	NA	NA	"10"	18	34	17.93	34.05	5380.8	8043.6	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x35"	NA	NA	NA	NA	NA	NA	"10"	18	35	18.03	35.01	5401.7	8251.7	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x4"	NA	NA	NA	NA	NA	NA	"10"	18	4	17.91	3.99	5376.1	1473.9	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x5"	NA	NA	NA	NA	NA	NA	"10"	18	5	17.9	5	5373	1693.1	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x6"	NA	NA	NA	NA	NA	NA	"10"	18	6	17.89	6	5372.1	1911.9	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x7"	NA	NA	NA	NA	NA	NA	"10"	18	7	17.9	7.01	5373.2	2134.1	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x8"	NA	NA	NA	NA	NA	NA	"10"	18	8	17.95	8	5385.5	2349.4	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x18x9"	NA	NA	NA	NA	NA	NA	"10"	18	9	17.98	9.01	5391.5	2570	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x19x1"	NA	NA	NA	NA	NA	NA	"10"	19	1	18.85	1.05	5580.4	830.9	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x19x10"	NA	NA	NA	NA	NA	NA	"10"	19	10	18.81	9.98	5572.5	2782.1	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x19x11"	1260	2243	0	1515	2934	0.0678254942058623	"10"	19	11	18.88	10.91	5586	2986	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x19x12"	NA	NA	NA	NA	NA	NA	"10"	19	12	18.97	11.97	5606.9	3216.5	1	0	0	1	"new"	1	"E2_1000L2_CN74"
"10x19x13"	1617	3128	0	1937	4128	0.0542635658914729	"10"	19	13	18.91	12.93	5594.6	3426	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x19x14"	1868	3783	0	2238	4883	0.0516076182674585	"10"	19	14	19.02	14	5617.9	3660.6	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x19x15"	2186	4706	0	2593	6125	0.0641632653061224	"10"	19	15	18.91	14.95	5594.6	3867.5	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x19x16"	NA	NA	NA	NA	NA	NA	"10"	19	16	18.86	15.99	5582.3	4094.9	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x19x17"	2902	6765	0	3445	8742	0.0271105010295127	"10"	19	17	18.97	17.05	5606.9	4328.4	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x19x18"	NA	NA	NA	NA	NA	NA	"10"	19	18	18.91	18.03	5592.4	4541.6	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x19x19"	NA	NA	NA	NA	NA	NA	"10"	19	19	18.88	19.04	5586	4762.4	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x19x2"	NA	NA	NA	NA	NA	NA	"10"	19	2	18.78	2.03	5566.1	1044.3	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x19x20"	2001	3530	0	2388	4582	0.037538192928852	"10"	19	20	18.99	20.03	5611.8	4979.3	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x19x21"	1	1	0	1	1	0	"10"	19	21	18.95	21.04	5603.2	5198.8	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x19x22"	1446	3036	0	1690	3737	0.0297029702970297	"10"	19	22	18.77	22.08	5563.9	5427.8	1	1	0	0	"both"	1	"E2_1000L2_CN74"
"10x19x23"	NA	NA	NA	NA	NA	NA	"10"	19	23	19.03	23.08	5619.2	5645.9	0	0	0	0	"0"	0	"E2_1000L2_CN74"
"10x19x24"	NA	NA	NA	NA	NA	NA	"10"	19	24	18.9	24.05	5590.6	5856.5	0	0	0	0	"0"	0	"E2_1000L2_CN74"
